observation_id;access;user_id;specie_id;specie_name;location_id;location_name;latitude;longitude;resource_id;resource_secondary_id;measurement_id;trait_id;trait_name;trait_class;standard_id;standard_unit;methodology_id;methodology_name;value;value_type;precision;precision_type;precision_upper;replicates;notes
99270;1;9;1224;Pocillopora damicornis;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;47.91;mean;2.89;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99271;1;9;1151;Pavona clavus;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;21.06;mean;2.58;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99272;1;9;1151;Pavona clavus;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;14.74;mean;2.16;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99273;1;9;1151;Pavona clavus;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;12.3;mean;3.25;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99274;1;9;1151;Pavona clavus;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;7.8;mean;0.5;standard_deviation;NA;3;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99275;1;9;1151;Pavona clavus;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;16.82;mean;1.69;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99276;1;9;1151;Pavona clavus;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;19.16;mean;2.42;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99277;1;9;1151;Pavona clavus;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;16.72;mean;3.23;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99278;1;9;1151;Pavona clavus;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;10.66;mean;3.46;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99279;1;9;1151;Pavona clavus;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;11.52;mean;2.46;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99280;1;9;1151;Pavona clavus;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;4.86;mean;1.15;standard_deviation;NA;3;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99281;1;9;1151;Pavona clavus;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;14.04;mean;2.88;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99282;1;9;1151;Pavona clavus;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;15.52;mean;2.33;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99283;1;9;1159;Pavona gigantea;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;13.78;mean;1.11;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99284;1;9;1159;Pavona gigantea;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;9.02;mean;0.93;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99285;1;9;1159;Pavona gigantea;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;9.7;mean;0.97;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99286;1;9;1159;Pavona gigantea;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;6.42;mean;0.79;standard_deviation;NA;3;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99287;1;9;1159;Pavona gigantea;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;12.74;mean;1.64;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99288;1;9;1159;Pavona gigantea;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;13.34;mean;2.96;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99289;1;9;1159;Pavona gigantea;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;11.78;mean;3.01;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99290;1;9;1159;Pavona gigantea;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;3.72;mean;1.2;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99291;1;9;1159;Pavona gigantea;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;6.68;mean;1.99;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99292;1;9;1159;Pavona gigantea;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;3.36;mean;0.25;standard_deviation;NA;3;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99293;1;9;1159;Pavona gigantea;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;9.88;mean;1.61;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99294;1;9;1159;Pavona gigantea;394;Southwestern corner, Isla Contadora, Panama;8,622043;-79,036857;670;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;12.14;mean;2.66;standard_deviation;NA;6;Because the observed period lasted 11.5 months, the original means were muitplied for 1.0435 to match 12 months. Precision values untouched.
99298;1;9;973;Orbicella annularis;46;Barbados;13,065258;-59,39125;643;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;4;Callipers;13.75;mean;0.32;standard_deviation;NA;8;
99298;1;9;973;Orbicella annularis;46;Barbados;13,065258;-59,39125;643;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;7.25;mean;0.34;standard_deviation;NA;8;
99299;1;9;939;Madracis asperula;46;Barbados;13,065258;-59,39125;643;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;4;Callipers;22;mean;0.18;standard_deviation;NA;4;
99300;1;9;1316;Porites porites;46;Barbados;13,065258;-59,39125;643;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;4;Callipers;35.75;mean;0.25;standard_deviation;NA;4;
99301;1;9;37;Acropora cervicornis;46;Barbados;13,065258;-59,39125;643;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;4;Callipers;122.7;mean;1.92;standard_deviation;NA;10;
99302;1;9;973;Orbicella annularis;47;Jamaica;18,13265;-77,29588889;643;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;7;mean;0.45;standard_deviation;NA;5;
99302;1;9;973;Orbicella annularis;47;Jamaica;18,13265;-77,29588889;643;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;4;Callipers;8.6;mean;1.08;standard_deviation;NA;10;
99303;1;9;939;Madracis asperula;47;Jamaica;18,13265;-77,29588889;643;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;4;Callipers;10.44;mean;0.56;standard_deviation;NA;9;
99304;1;9;1316;Porites porites;47;Jamaica;18,13265;-77,29588889;643;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;4;Callipers;21.83;mean;0.85;standard_deviation;NA;6;
99305;1;9;37;Acropora cervicornis;47;Jamaica;18,13265;-77,29588889;643;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;4;Callipers;105.2;mean;3.22;standard_deviation;NA;10;
113264;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;14.1;mean;;;NA;6;no standard deviation provided
113265;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;12.6;mean;;;NA;11;no standard deviation provided
113266;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;10;mean;;;NA;2;no standard deviation provided
113267;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;11.2;mean;;;NA;7;no standard deviation provided
113268;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;7.4;mean;;;NA;6;no standard deviation provided
113269;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;10.9;mean;;;NA;11;no standard deviation provided
113270;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;15.9;mean;;;NA;4;no standard deviation provided
113271;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;11.9;mean;;;NA;5;no standard deviation provided
113272;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;13.4;mean;;;NA;6;no standard deviation provided
113273;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;14;mean;;;NA;5;no standard deviation provided
113274;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;12.6;mean;;;NA;4;no standard deviation provided
113275;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;12;mean;;;NA;7;no standard deviation provided
113276;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;8;mean;;;NA;2;no standard deviation provided
113277;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;12;mean;;;NA;18;no standard deviation provided
113278;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;9.2;mean;;;NA;10;no standard deviation provided
113279;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;9.5;mean;;;NA;5;no standard deviation provided
113280;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;14.8;mean;;;NA;8;no standard deviation provided
113281;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;3.5;mean;;;NA;3;no standard deviation provided
113282;1;8;37;Acropora cervicornis;227;Discovery Bay, Jamaica;18,467479;-77,404089;595;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;5.2;mean;;;NA;5;no standard deviation provided
118077;1;9;1221;Plesiastrea versipora;401;Spencer Gulf and Gulf St Vincent, South Australia;-34,886;137,613;349;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);6.9;mean;;;NA;;
118078;1;9;1221;Plesiastrea versipora;401;Spencer Gulf and Gulf St Vincent, South Australia;-34,886;137,613;349;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);2.1;mean;;;NA;;
118079;1;9;1221;Plesiastrea versipora;401;Spencer Gulf and Gulf St Vincent, South Australia;-34,886;137,613;349;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);5.8;mean;;;NA;;
118080;1;9;1221;Plesiastrea versipora;401;Spencer Gulf and Gulf St Vincent, South Australia;-34,886;137,613;349;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);5;mean;;;NA;;
118081;1;9;1221;Plesiastrea versipora;401;Spencer Gulf and Gulf St Vincent, South Australia;-34,886;137,613;349;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);2;mean;;;NA;;
118082;1;9;1221;Plesiastrea versipora;401;Spencer Gulf and Gulf St Vincent, South Australia;-34,886;137,613;349;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);2;mean;;;NA;;
118083;1;9;1221;Plesiastrea versipora;401;Spencer Gulf and Gulf St Vincent, South Australia;-34,886;137,613;349;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.5;mean;;;NA;;
118084;1;9;1221;Plesiastrea versipora;401;Spencer Gulf and Gulf St Vincent, South Australia;-34,886;137,613;349;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);7.8;mean;;;NA;;
118157;1;92;1303;Porites lobata;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);6.65;mean;1.44;standard_deviation;NA;;Data extracted from Table 1
118158;1;92;1303;Porites lobata;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);6.91;mean;1.62;standard_deviation;NA;;Data extracted from Table 1
118159;1;92;1303;Porites lobata;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);6.88;mean;1.29;standard_deviation;NA;;Data extracted from Table 1
118160;1;92;1303;Porites lobata;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);6.38;mean;0.88;standard_deviation;NA;;Data extracted from Table 1
118161;1;92;1303;Porites lobata;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);8.24;mean;1.94;standard_deviation;NA;;Data extracted from Table 1
118162;1;92;1303;Porites lobata;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);4.82;mean;1.26;standard_deviation;NA;;Data extracted from Table 1
118163;1;92;1303;Porites lobata;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);7.33;mean;2.45;standard_deviation;NA;;Data extracted from Table 1
118164;1;92;1303;Porites lobata;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);7.93;mean;1.56;standard_deviation;NA;;Data extracted from Table 1
118165;1;92;1303;Porites lobata;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);9.36;mean;2.3;standard_deviation;NA;;Data extracted from Table 1
118166;1;92;1303;Porites lobata;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);8.14;mean;1.34;standard_deviation;NA;;Data extracted from Table 1
118167;1;92;1303;Porites lobata;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);8.14;mean;1.69;standard_deviation;NA;;Data extracted from Table 1
118168;1;92;1278;Porites columnaris;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);6.2;mean;1.07;standard_deviation;NA;;Data extracted from Table 1
118169;1;92;1278;Porites columnaris;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);4.72;mean;0.9;standard_deviation;NA;;Data extracted from Table 1
118170;1;92;1278;Porites columnaris;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);4.83;mean;1.26;standard_deviation;NA;;Data extracted from Table 1
118171;1;92;1278;Porites columnaris;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);5.82;mean;1.16;standard_deviation;NA;;Data extracted from Table 1
118172;1;92;1278;Porites columnaris;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);4.14;mean;1.02;standard_deviation;NA;;Data extracted from Table 1
118173;1;92;1278;Porites columnaris;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);6.75;mean;1.35;standard_deviation;NA;;Data extracted from Table 1
118174;1;92;1278;Porites columnaris;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);6.44;mean;0.93;standard_deviation;NA;;Data extracted from Table 1
118175;1;92;1278;Porites columnaris;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);5.26;mean;0.38;standard_deviation;NA;;Data extracted from Table 1
118176;1;92;1278;Porites columnaris;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);5.5;mean;1.42;standard_deviation;NA;;Data extracted from Table 1
118177;1;92;1278;Porites columnaris;43;Eilat, Israel;29,54973056;34,95620556;402;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);6.19;mean;1.59;standard_deviation;NA;;Data extracted from Table 1
118184;1;92;1237;Pocillopora verrucosa;43;Eilat, Israel;29,54973056;34,95620556;415;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;18;mean;1.8;standard_deviation;NA;6;Data from page 134 (above Fig. 3), values presented are for 99 days, they multiplied by 365 and divided by 99 to obtain yearly values; down current value
118185;1;92;1237;Pocillopora verrucosa;43;Eilat, Israel;29,54973056;34,95620556;415;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;37.9;mean;14.7;standard_deviation;NA;6;Data from page 134 (above Fig. 3), values presented are for 99 days, they multiplied by 365 and divided by 99 to obtain yearly values; up current value
118187;1;92;66;Acropora muricata;368;Davies Reef;-18,830949;147,651977;591;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;80;mean;;;NA;27;Data taken from Table 2. They say they used 27-75 replicates, I just put down the smallest number to be conservative. The growth rates are standardised per year.
118188;1;92;66;Acropora muricata;368;Davies Reef;-18,830949;147,651977;591;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;124;mean;;;NA;27;Data taken from Table 2. They say they used 27-75 replicates, I just put down the smallest number to be conservative. The growth rates are standardised per year.
118189;1;92;66;Acropora muricata;368;Davies Reef;-18,830949;147,651977;591;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;2;Alizarin stain;166;mean;;;NA;27;Data taken from Table 2. They say they used 27-75 replicates, I just put down the smallest number to be conservative. The growth rates are standardised per year.
118190;1;92;116;Acropora nasuta;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;47.1;mean;35.4;standard_deviation;NA;36;Data from Table 1, data from 2 sites pooled together
118191;1;92;116;Acropora nasuta;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;45.9;mean;43.4;standard_deviation;NA;21;Data from Table 1, data from 2 sites pooled together
118192;1;92;116;Acropora nasuta;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;15.7;mean;41.6;standard_deviation;NA;17;Data from Table 1, data from 2 sites pooled together
118193;1;92;116;Acropora nasuta;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;48;mean;28.8;standard_deviation;NA;30;Data from Table 1, data from 1 site
118194;1;92;36;Acropora cerealis;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;63.3;mean;26.1;standard_deviation;NA;15;Data from Table 1, data from 2 sites pooled together
118195;1;92;36;Acropora cerealis;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;47.2;mean;25.9;standard_deviation;NA;13;Data from Table 1, data from 2 sites pooled together
118196;1;92;36;Acropora cerealis;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;14.3;mean;25.9;standard_deviation;NA;11;Data from Table 1, data from 2 sites pooled together
118197;1;92;36;Acropora cerealis;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;46.8;mean;26.4;standard_deviation;NA;29;Data from Table 1, data from 1 site
118198;1;92;80;Acropora hyacinthus;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;94.1;mean;55.9;standard_deviation;NA;25;Data from Table 1, data from 2 sites pooled together
118199;1;92;80;Acropora hyacinthus;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;104.5;mean;87.9;standard_deviation;NA;16;Data from Table 1, data from 2 sites pooled together
118200;1;92;79;Acropora humilis;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;21.3;mean;19.4;standard_deviation;NA;8;Data from Table 1, data from 2 sites pooled together
118201;1;92;79;Acropora humilis;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;23.1;mean;17;standard_deviation;NA;20;Data from Table 1, data from 2 sites pooled together
118202;1;92;79;Acropora humilis;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;24.3;mean;21.5;standard_deviation;NA;14;Data from Table 1, data from 2 sites pooled together
118203;1;92;1237;Pocillopora verrucosa;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;37.2;mean;24;standard_deviation;NA;33;Data from Table 1, data from 1 site
118204;1;92;1390;Seriatopora hystrix;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;22.1;mean;28.5;standard_deviation;NA;21;Data from Table 1, data from 1 site
118205;1;92;1224;Pocillopora damicornis;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;270;NA;NA;60;Growth rate;Physiological;49;mm yr^-1;4;Callipers;26.4;mean;45.6;standard_deviation;NA;10;Data from Table 1, data from 1 site
118206;1;92;66;Acropora muricata;172;Kavaratti lagoon, Lakshadweep Islands;10,565;72,631;460;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;NA;;79;mean;20;standard_deviation;NA;24;
118207;1;92;66;Acropora muricata;172;Kavaratti lagoon, Lakshadweep Islands;10,565;72,631;460;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;NA;;82;mean;18;standard_deviation;NA;24;
118478;1;92;660;Dipsastraea pallida;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;275;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;5.7;mean;4.1;range;7,1;21;
118479;1;92;805;Goniastrea retiformis;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;275;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;6.8;mean;4.9;range;8,5;10;
118480;1;92;1304;Porites lutea;173;Enewetak Atoll, Marshall Islands;11,413548;162,147607;275;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;7.6;mean;3.5;range;11,8;30;
